text,label,stop_words
feel none hopeless romantic shrouded reality know fact person,sadness,17
always feel horny im done definitely large flaccid penis sleepy hang low,love,9
dont really miss sleepless colic cry newborn stage though feeling little sentimental,sadness,5
made felt relief fear anxiety started feeling pissed whole new set memory,anger,13
imagine reader feel lethargic calm content reading,sadness,7
feel peaceful particularly stressed anything,joy,4
feel like mellow regular life use drug make feel even mellow,joy,14
im feeling pretty guilty even library whilst writing imma get stuff together dramatically exclaim,sadness,9
feel though im hated kid school biggest bitch time feel popular loved everyone,sadness,12
feel heartbroken loneliness,sadness,5
remembered gave day holy spirit filled grace could feel disturbed situation,sadness,13
post today partly today partly sometimes worry reputation positivity might make people feel message happy time,joy,21
tell feel insulted,anger,6
feel precious little pressure fill content giving answer regurgitate,joy,11
feel sure headed north,joy,3
alive feel defeated issue,sadness,5
feel horrible wrote personifying act cause progeny genuflecting wronged woman foot,sadness,21
neglecting feeling people around stubborn,anger,8
feel like get mad think someone something thats really unjust,anger,6
feel completely stupid knowing,sadness,6
read book feel sure one man moon least,joy,17
anger people feel agitated something get frantic speak fast snippy,fear,8
feel like connection struggled much lost feel bad,sadness,17
feel paranoid every time log onto facebook attend church im find yet another friend pregnant,fear,9
ive come essentially track momentum gradually feel important game game result,joy,8
could kept going could tell feeling really defeated needed friend,sadness,10
feel bit frustrated know getting dog ring training honest moment due continue remaining show entered end july long enjoying,anger,39
feel divine forgiveness human frailty,joy,3
feel like still valuable information perspective,joy,6
would still feel weird,fear,1
want feel worthwhile,joy,6
know next time get feeling needy want something matter petty going say,sadness,11
wake feeling exhausted running hiding real,sadness,8
feel like horrible rotten person thinking isolating thing woman go day tough option,sadness,17
feel feel ok wake,joy,6
spend day bed im feeling adventurous couch get leg hurt worse aching heart titanic,joy,15
pinned culprit digging inferiority made feel useless,sadness,10
want feel devastated hopeless helpless sad rest life,sadness,9
feeling awfully indecisive morning started think wanted get heart pumpin,fear,13
im still feeling really shitty undeserving love,sadness,3
feel hate cute pattern go print similar variation crappy skirt seem last forever im looking simplicity,joy,12
love feeling loved hate seems devastated,love,6
look like worry always feel inadequate,sadness,5
want feel resigned typically american life know lot others happy either,sadness,14
feel however tragic situation reason increase wage,sadness,8
know feel supporting inept city manager cost tax payer million already bungling important,joy,9
remember feeling uncertain say well erm trying period due week erm,fear,11
feel dont afraid naega deo apaya hae pray dasi neol chajeul su itge sigani heureulsurok gaseumi apawa need go back time dan hanbeon manirado forgive sin wo doedollil suman itdamyeon gotong ttawin naegen sloth,fear,15
think would fantastic feel nutrition child suffering child obese,sadness,15
yelling feeling extremely mad,anger,6
feeling stressed get accomplished little amount time,anger,15
im feeling real strong lately,joy,1
naturally know fightstar song catchy enough could feel like knew going quite lively preformed fantastically well,joy,17
decide look professional help find ceramic repairment atelier describe artisan patrimony specialized primitive art antiquity feel relief damaged fish shape ashtray finally safe hand,sadness,19
feel vulnerable need mask go world desire caused need divert attention cover weakness probably making constructive use time trying look pretty,fear,27
like think true beauty come inside im loved inside definitely feel less valued loved look like,joy,18
monthe ago,anger,2
flirt along best em rarely ever feel intimidated male identifying folk idea striking conversation regardless hopelessly attracted,fear,22
feel dangerous,anger,4
know good friend biking tulip field feel little regretful,sadness,6
driving feel contented sadhana fulfilled,joy,6
feeling something ive missed shouldnt tedious,sadness,9
almost state panic feel like im trusting people right,joy,10
left feeling like greedy bastard hate,anger,6
feel like entered relationship mike became unwelcome life,sadness,8
read appreciate comment left question concern feel free email contact,joy,12
eat hyped diner feeling satisfied extremely contented hype felt greater experienced,joy,12
feel little like traitor beloved oppies said clothes might pay big chunk remaining debt know money important ethic right,joy,20
feel life fucked,anger,4
feel pathetic desolation beyond consolation,sadness,4
know sasha fierce feel definitely curious future beyonc sound,surprise,10
feel incredibly vain stupid admitting,sadness,4
feel youre faithful sing amp worship find word describe,love,10
feel determined give process label,joy,4
feel arent supporting doesnt mean dont want im life,joy,10
feel really damn terrified rushed classroom friend playing joking around,fear,8
im crossing thing ever growing list feel like keep making stupid silly mistake area life amp im tired,sadness,11
feel supporting least condemning seal hunt akin saying well think good thing hitler,love,12
feel strong style color black line height,joy,1
know awhile since posted feeling crappy time work plain lazy havent even gotten computer,sadness,14
feel sympathetic child world bad message send live lawless culture full innuendo contrary,love,19
im pretty picky folk link want list site feel worth valuable time,joy,11
feel kind uncomfortable write favorable review starter,fear,11
feeling quite curious concerned,surprise,3
feel though gush gorgeous color produce receive farm share week,joy,21
feel really wierd suppose casual dating,joy,7
want feel intelligent able make decision,joy,11
felt way feeling rather reluctant whether go bishan fetch boyfriend,fear,11
